"id","address","latitude","longitude"
1052,"400 W CESAR E CHAVEZ",34.05894,-118.2412
1053,"400 W CESAR E CHAVEZ",34.058872,-118.241075
1054,"401 W CESAR E CHAVEZ",34.059221,-118.241179
1055,"300 E TEMPLE ST",34.051763,-118.239024
1056,"300 E TEMPLE ST",34.051572,-118.238801
1057,"300 E TEMPLE ST",34.051478,-118.238688
1058,"300 E TEMPLE ST",34.051387,-118.238572
1059,"300 E TEMPLE ST",34.051298,-118.238466
1060,"300 E TEMPLE ST",34.0512,-118.238349
1061,"700 W 1ST ST",34.05667,-118.2505
1062,"700 W 1ST ST",34.056595,-118.250383
1063,"600 W 1ST ST",34.05597,-118.249415
1064,"600 W 1ST ST",34.055895,-118.249299
1065,"600 W 1ST ST",34.055832,-118.249199
1066,"601 W 1ST ST",34.05608,-118.249137
1067,"601 W 1ST ST",34.056161,-118.24926
1068,"500 W 1ST ST",34.055253,-118.248293
1069,"500 W 1ST ST",34.055172,-118.248166
1070,"500 W 1ST ST",34.055095,-118.248045
1071,"200 S HILL ST",34.052237,-118.248431
1072,"201 S HILL ST",34.052886,-118.248115
1073,"300 W 3RD ST",34.0512,-118.248499
1074,"301 S HILL ST",34.050939,-118.249938
1075,"301 S HILL ST",34.050838,-118.25003
1076,"301 S HILL ST",34.050979,-118.249902
1077,"201 W 3RD ST",34.050599,-118.247344
1078,"201 W 3RD ST",34.050629,-118.247391
1079,"200 S SPRING ST",34.051451,-118.245731
1080,"400 S HILL ST",34.049974,-118.250541
1081,"301 W 4TH ST",34.049773,-118.249635
1082,"301 W 4TH ST",34.049805,-118.249684
1083,"201 WINSTON ST",34.046084,-118.246313
1084,"201 WINSTON ST",34.045824,-118.245893
1085,"201 WINSTON ST",34.046233,-118.246486
1086,"201 WINSTON ST",34.046427,-118.246667
1087,"201 WINSTON ST",34.045695,-118.245576
1088,"200 WINSTON ST",34.046202,-118.24661
1089,"200 WINSTON ST",34.046344,-118.246742
1090,"200 WINSTON ST",34.045615,-118.245651
1091,"100 WINSTON ST",34.046817,-118.247146
1092,"400 S LOS ANGELES ST",34.046269,-118.247216
1093,"401 S LOS ANGELES ST",34.046439,-118.247324
1094,"401 S LOS ANGELES ST",34.046484,-118.24728
1095,"500 S LOS ANGELES ST",34.045647,-118.247841
1096,"101 E 6TH ST",34.045123,-118.249612
1097,"600 S LOS ANGELES ST",34.044149,-118.249334
1098,"600 S LOS ANGELES ST",34.044021,-118.249472
1099,"600 S LOS ANGELES ST",34.043658,-118.249852
1100,"601 S LOS ANGELES ST",34.043637,-118.250147
1101,"601 S LOS ANGELES ST",34.043829,-118.249945
1102,"601 S LOS ANGELES ST",34.04377,-118.250007
1103,"201 W 7TH ST",34.044752,-118.252496
1104,"201 W 6TH ST",34.04636,-118.251477
1105,"101 W 6TH ST",34.045834,-118.250667
1106,"101 W 6TH ST",34.045758,-118.250548
1107,"101 W 7TH ST",34.044204,-118.251644
1108,"101 W 7TH ST",34.044131,-118.251531
1109,"601 S MAIN ST",34.044821,-118.250541
1110,"601 S MAIN ST",34.045117,-118.250227
1111,"300 W 8TH ST",34.044055,-118.255273
1112,"300 W 8TH ST",34.043979,-118.255154
1113,"300 W 8TH ST",34.044159,-118.255435
1114,"301 W 8TH ST",34.044155,-118.255169
1115,"800 S MAIN ST",34.042321,-118.253672
1116,"801 S MAIN ST",34.042641,-118.253493
1117,"801 S MAIN ST",34.042532,-118.253661
1118,"101 W 9TH ST",34.042166,-118.25568
1119,"100 W 9TH ST",34.042082,-118.255822
1120,"800 S SANTEE ST",34.04044,-118.252735
1121,"800 S SANTEE ST",34.040899,-118.252136
1122,"800 S SANTEE ST",34.040318,-118.252891
1123,"801 S SANTEE ST",34.040812,-118.252461
1124,"801 S SANTEE ST",34.040251,-118.25319
1125,"800 CECILIA ST",34.039412,-118.252096
1126,"800 CECILIA ST",34.039447,-118.252052
1127,"800 CECILIA ST",34.039496,-118.251987
1128,"800 CECILIA ST",34.039673,-118.251762
1129,"400 E 9TH ST",34.03896,-118.252275
1130,"400 E 9TH ST",34.039243,-118.252583
1131,"400 E 9TH ST",34.039054,-118.252377
1132,"800 S WALL ST",34.039278,-118.251219
1133,"800 S WALL ST",34.038865,-118.251659
1134,"800 S WALL ST",34.039097,-118.251412
1135,"801 S WALL ST",34.039287,-118.2514
1136,"801 S WALL ST",34.038941,-118.251768
1137,"801 S WALL ST",34.039593,-118.251074
1138,"501 E 9TH ST",34.038282,-118.251273
1139,"501 E 9TH ST",34.038412,-118.251418
1140,"500 E 9TH ST",34.038432,-118.251697
1141,"800 S SAN JULIAN ST",34.038595,-118.250493
1142,"801 S SAN JULIAN ST",34.038365,-118.250952
1143,"801 S SAN JULIAN ST",34.038953,-118.250277
1144,"801 S SAN JULIAN ST",34.038735,-118.250527
1145,"801 S SAN JULIAN ST",34.039109,-118.250095
1146,"601 E 9TH ST",34.037574,-118.250496
1147,"601 E 9TH ST",34.037846,-118.250794
1148,"600 E 9TH ST",34.037783,-118.250984
1149,"901 S SAN JULIAN ST",34.037083,-118.252152
1150,"901 S SAN JULIAN ST",34.037857,-118.251412
1151,"901 S SAN JULIAN ST",34.037174,-118.252064
1152,"501 E OLYMPIC BL",34.037261,-118.252554
1153,"900 S WALL ST",34.038177,-118.25238
1154,"900 S WALL ST",34.038484,-118.25205
1155,"901 S WALL ST",34.038537,-118.25221
1156,"901 S WALL ST",34.038626,-118.252114
1157,"100 E PICO BLVD",34.035914,-118.2598
1158,"100 E PICO BLVD",34.036106,-118.260145
1159,"100 E PICO BLVD",34.035852,-118.259686
1160,"100 E PICO BLVD",34.035888,-118.259752
1161,"100 W 14TH PL",34.036615,-118.262653
1162,"100 W 14TH PL",34.03646,-118.262375
1163,"100 W 14TH PL",34.03636,-118.262199
1164,"101 W 14TH PL",34.036713,-118.2626
1165,"1300 S MAIN ST",34.035669,-118.260767
1166,"1300 S MAIN ST",34.035565,-118.260851
1167,"1300 S MAIN ST",34.035458,-118.260936
1168,"1300 S MAIN ST",34.035732,-118.260717
1169,"1301 S MAIN ST",34.036121,-118.260682
1170,"1301 S MAIN ST",34.036189,-118.260628
1171,"100 W 14TH PL",34.035949,-118.261472
1172,"1301 S MAIN ST",34.035549,-118.261146
1173,"1301 S MAIN ST",34.035332,-118.261323
1174,"1301 S MAIN ST",34.035267,-118.261374
1175,"101 E 14TH ST",34.035152,-118.260775
1176,"101 E 14TH ST",34.035226,-118.260906
1177,"100 E 14TH ST",34.035099,-118.260942
1178,"100 E 14TH ST",34.035023,-118.260802
1179,"100 E 14TH ST",34.03483,-118.260455
1180,"201 E 14TH ST",34.034559,-118.259714
1181,"201 E 14TH ST",34.03467,-118.259911
1182,"201 E 14TH ST",34.034417,-118.259461
1183,"201 E 14TH ST",34.034344,-118.25933
1184,"1301 S SANTEE ST",34.034724,-118.258694
1185,"1301 S SANTEE ST",34.034834,-118.258603
1186,"1301 S SANTEE ST",34.034965,-118.258499
1187,"1301 S SANTEE ST",34.034301,-118.259036
1188,"1301 S SANTEE ST",34.03436,-118.258987
1189,"1301 S SANTEE ST",34.03457,-118.258819
1190,"1300 S SANTEE ST",34.034578,-118.258641
1191,"1300 S SANTEE ST",34.034624,-118.258604
1192,"1300 S SANTEE ST",34.034907,-118.258373
1193,"1300 S SANTEE ST",34.034956,-118.258334
1194,"1300 S SANTEE ST",34.034691,-118.258546
1195,"1300 S SANTEE ST",34.034799,-118.25846
1196,"1300 S SANTEE ST",34.034845,-118.258423
1197,"401 E PICO BLVD",34.03416,-118.256371
1198,"401 E PICO BLVD",34.034228,-118.256493
1199,"401 E PICO BLVD",34.034464,-118.256918
1200,"400 E PICO BLVD",34.033796,-118.255972
1201,"500 E PICO BLVD",34.033424,-118.255303
1202,"500 E PICO BLVD",34.033352,-118.255172
1203,"500 E PICO BLVD",34.033573,-118.25557
1204,"601 E PICO BLVD",34.033097,-118.254459
1205,"601 E PICO BLVD",34.033204,-118.254647
1206,"601 E PICO BLVD",34.033277,-118.254778
1207,"601 E PICO BLVD",34.033348,-118.254908
1208,"600 E PICO BLVD",34.033074,-118.254671
1209,"600 E PICO BLVD",34.033003,-118.254545
1210,"600 E PICO BLVD",34.032902,-118.254365
1211,"1300 S SAN PEDRO ST",34.032438,-118.25411
1212,"1300 S SAN PEDRO ST",34.032323,-118.254188
1213,"1400 S SAN PEDRO ST",34.031704,-118.254612
1214,"1400 S SAN PEDRO ST",34.031754,-118.254577
1215,"1400 S SAN PEDRO ST",34.031526,-118.254731
1216,"1401 S SAN PEDRO ST",34.031985,-118.254667
1217,"1401 S SAN PEDRO ST",34.031939,-118.254698
1218,"1401 S SAN PEDRO ST",34.031646,-118.254899
1219,"1401 S SAN PEDRO ST",34.032218,-118.254509
1220,"1301 S SAN PEDRO ST",34.032332,-118.254432
1221,"1401 S SAN PEDRO ST",34.031758,-118.254822
1222,"1401 S SAN PEDRO ST",34.031593,-118.254934
1223,"1300 S MYRTLE ST",34.033121,-118.256134
1224,"1300 S MYRTLE ST",34.032846,-118.256343
1225,"1300 S MYRTLE ST",34.03327,-118.256022
1226,"1300 S MYRTLE ST",34.033164,-118.256101
1227,"1300 S MYRTLE ST",34.032908,-118.256295
1228,"1400 S MYRTLE ST",34.032278,-118.256773
1229,"1401 S MYRTLE ST",34.032676,-118.256636
1230,"1301 S MYRTLE ST",34.033256,-118.256199
1231,"1301 S MYRTLE ST",34.032999,-118.256392
1232,"1301 S MYRTLE ST",34.033542,-118.255963
1233,"1301 S MYRTLE ST",34.033148,-118.256279
1234,"1301 S MYRTLE ST",34.033212,-118.256231
1235,"201 W 14TH ST",34.036288,-118.263653
1236,"201 W 15TH ST",34.035568,-118.264147
1237,"201 W 15TH ST",34.035595,-118.264198
1238,"1500 S BROADWAY",34.034284,-118.263355
1239,"1500 S BROADWAY",34.034615,-118.263087
1240,"200 W 15TH ST",34.035525,-118.264327
1241,"1600 S HILL ST",34.034204,-118.264838
1242,"1600 S HILL ST",34.034463,-118.264626
1243,"1601 S HILL ST",34.034604,-118.26475
1244,"1601 S HILL ST",34.034561,-118.264784
1245,"1601 S HILL ST",34.034278,-118.265013
1246,"1601 S HILL ST",34.034232,-118.265052
1247,"601 E 15TH ST",34.031085,-118.25597
1248,"601 E 15TH ST",34.030909,-118.255626
1249,"601 E 15TH ST",34.030947,-118.255703
1250,"601 E 15TH ST",34.031156,-118.256105
1251,"601 E 15TH ST",34.031219,-118.256231
1252,"501 E 15TH ST",34.031396,-118.256574
1253,"501 E 15TH ST",34.0315,-118.256778
1254,"501 E 15TH ST",34.031434,-118.256651
1255,"501 E 15TH ST",34.031526,-118.256829
1256,"501 E 15TH ST",34.031632,-118.257032
1257,"500 E 15TH ST",34.031565,-118.257182
1258,"500 E 15TH ST",34.031435,-118.256926
1259,"500 E 15TH ST",34.0315,-118.257055
1260,"500 E 15TH ST",34.031341,-118.256745
1261,"400 E 15TH ST",34.032221,-118.258456
1262,"400 E 15TH ST",34.03229,-118.258582
1263,"400 E 15TH ST",34.032192,-118.258404
1264,"400 E 15TH ST",34.032038,-118.258102
1265,"400 E 15TH ST",34.032078,-118.25818
1266,"500 E 15TH ST",34.031907,-118.257849
1267,"401 E 15TH ST",34.032218,-118.258177
1268,"100 W 17TH ST",34.033005,-118.263508
1269,"100 W 17TH ST",34.032976,-118.263453
1270,"101 W 17TH ST",34.033345,-118.263854
1271,"101 W 17TH ST",34.033375,-118.263905
1272,"1600 S MAIN ST",34.033139,-118.262812
1273,"1601 S MAIN ST",34.033192,-118.263054
1274,"1601 S MAIN ST",34.033084,-118.263141
1275,"1601 S MAIN ST",34.033407,-118.262878
1276,"101 E 17TH ST",34.032558,-118.262455
1277,"101 E 17TH ST",34.032779,-118.262843
1278,"101 E 17TH ST",34.032517,-118.262386
1279,"101 E 17TH ST",34.032808,-118.262899
1280,"100 E 17TH ST",34.032654,-118.262884
1281,"100 E 17TH ST",34.032354,-118.26235
1282,"100 E 17TH ST",34.032488,-118.262589
1283,"100 E 17TH ST",34.032585,-118.262761
1284,"1501 S SANTEE ST",34.032659,-118.260363
1285,"301 E 15TH ST",34.032678,-118.259015
1286,"301 E 15TH ST",34.032745,-118.259136
1287,"301 E 15TH ST",34.032815,-118.259262
1288,"301 E 15TH ST",34.032988,-118.25957
1289,"301 E 15TH ST",34.033055,-118.259691
1290,"300 E 15TH ST",34.032915,-118.259697
1291,"300 E 15TH ST",34.032845,-118.259572
1292,"300 E 15TH ST",34.032634,-118.259195
1293,"300 E 15TH ST",34.032604,-118.259142
1294,"201 E 15TH ST",34.033315,-118.26015
1295,"201 E 15TH ST",34.033388,-118.260281
1296,"200 E 15TH ST",34.0333,-118.260379
1297,"200 E 15TH ST",34.033226,-118.260248
1298,"200 E 15TH ST",34.033153,-118.260121
1299,"201 E 15TH ST",34.033651,-118.26075
1300,"200 E 15TH ST",34.033504,-118.260745
1301,"200 E 15TH ST",34.033433,-118.260614
1302,"1500 S LOS ANGELES ST",34.033129,-118.261331
1303,"1500 S LOS ANGELES ST",34.033399,-118.261111
1304,"1500 S LOS ANGELES ST",34.03351,-118.261022
1305,"1501 S LOS ANGELES ST",34.033298,-118.261434
1306,"1501 S LOS ANGELES ST",34.033483,-118.261282
1307,"101 E 15TH ST",34.034013,-118.261399
1308,"101 E 15TH ST",34.034189,-118.26171
1309,"101 E 15TH ST",34.034224,-118.261771
1310,"100 E 15TH ST",34.033879,-118.26141
1311,"100 E 15TH ST",34.03412,-118.26184
1312,"100 E 15TH ST",34.034016,-118.261656
1313,"1401 S MAIN ST",34.034648,-118.261878
1314,"1401 S MAIN ST",34.034541,-118.261961
1315,"1400 S MAIN ST",34.034428,-118.261769
1316,"1400 S MAIN ST",34.034495,-118.261717
1317,"1400 S MAIN ST",34.034653,-118.261591
1318,"701 N FIGUEROA ST",34.063739,-118.24581
1319,"701 N FIGUEROA ST",34.063575,-118.245905
1320,"601 N FIGUEROA ST",34.063466,-118.245969
1321,"601 N FIGUEROA ST",34.063347,-118.24604
1322,"601 N FIGUEROA ST",34.063239,-118.246102
1323,"600 N GRAND AVE",34.060656,-118.243443
1324,"601 N GRAND AVE",34.061219,-118.243354
1325,"601 N GRAND AVE",34.061097,-118.243383
1326,"600 N BUNKER HILL AVE",34.061619,-118.244292
1327,"600 N BUNKER HILL AVE",34.061746,-118.244269
1328,"600 N BUNKER HILL AVE",34.061871,-118.244261
1329,"601 N BUNKER HILL AVE",34.061572,-118.244443
1330,"601 N BUNKER HILL AVE",34.061455,-118.244493
1331,"1400 S MAIN ST",34.035099,-118.261229
1332,"1400 S MAIN ST",34.034929,-118.261367
1333,"401 W 18TH ST",34.034881,-118.268731
1334,"201 W 23RD ST",34.028782,-118.2695
1335,"201 W 23RD ST",34.028842,-118.269635
1336,"200 W 23RD ST",34.029013,-118.270315
1337,"200 W 23RD ST",34.028572,-118.269349
1338,"101 W 23RD ST",34.027898,-118.267545
1339,"201 E WASHINGTON BLVD",34.030353,-118.26283
1340,"201 E WASHINGTON BLVD",34.030267,-118.262643
1341,"201 E WASHINGTON BLVD",34.030328,-118.262774
1342,"500 W 18TH ST",34.035419,-118.270255
1343,"500 W 18TH ST",34.035479,-118.270385
1344,"500 W 18TH ST",34.035396,-118.270198
1345,"501 W 18TH ST",34.035724,-118.270634
1346,"501 W 18TH ST",34.035664,-118.270502
1347,"501 W 18TH ST",34.035568,-118.270285
1348,"501 W 18TH ST",34.035511,-118.270154
1349,"100 W 23RD ST",34.027676,-118.267361
1350,"1101 S CENTRAL AVE",34.030841,-118.244976
1351,"1101 S CENTRAL AVE",34.030601,-118.245113
1352,"800 S CENTRAL AVE",34.032469,-118.24377
1353,"800 S CENTRAL AVE",34.032583,-118.243703
1354,"800 S CENTRAL AVE",34.0327,-118.243636
1355,"800 S CENTRAL AVE",34.03281,-118.243573
1356,"800 S CENTRAL AVE",34.032924,-118.24351
1357,"800 S CENTRAL AVE",34.033032,-118.243447
1358,"6101 W SELMA AVE",34.099883,-118.322559
1359,"6101 W SELMA AVE",34.099879,-118.322934
1360,"1600 N GOWER ST",34.099925,-118.322242
1361,"1600 N GOWER ST",34.100052,-118.322245
1362,"1600 N GOWER ST",34.100677,-118.322247
1363,"1600 N GOWER ST",34.100949,-118.322251
1364,"1600 N GOWER ST",34.101083,-118.322252
1365,"1600 N GOWER ST",34.101216,-118.32225
1366,"1600 N EL CENTRO AVE",34.10053,-118.323672
1367,"1600 N EL CENTRO AVE",34.100849,-118.323673
1368,"6100 W HOLLYWOOD BLVD",34.101545,-118.323309
1369,"6200 W SELMA AVE",34.099752,-118.323995
1370,"1600 N EL CENTRO AVE",34.100583,-118.323671
1371,"1600 N EL CENTRO AVE",34.10008,-118.323668
1372,"1600 N EL CENTRO AVE",34.100449,-118.323669
1373,"1601 N EL CENTRO AVE",34.100936,-118.323812
1374,"1601 N EL CENTRO AVE",34.100608,-118.323807
1375,"6201 W SELMA AVE",34.09987,-118.324205
1376,"6100 W HOLLYWOOD BLVD",34.101541,-118.324251
1377,"6100 W HOLLYWOOD BLVD",34.101541,-118.324095
1378,"6101 W HOLLYWOOD BLVD",34.101748,-118.323053
1379,"6101 W HOLLYWOOD BLVD",34.101748,-118.323209
1380,"6101 W HOLLYWOOD BLVD",34.101746,-118.323356
1381,"6101 W SELMA AVE",34.099876,-118.323244
1382,"6101 W SELMA AVE",34.099876,-118.323404
1383,"6101 W SELMA AVE",34.099879,-118.323028
1384,"1600 N ARGYLE AVE",34.10009,-118.325103
1385,"1600 N ARGYLE AVE",34.100224,-118.325103
1386,"6200 W HOLLYWOOD BLVD",34.101535,-118.324899
1387,"1600 N MCCADDEN PL",34.100743,-118.336925
1388,"1600 N MCCADDEN PL",34.100876,-118.336927
1389,"1600 N MCCADDEN PL",34.101136,-118.33693
1390,"1600 N MCCADDEN PL",34.10126,-118.336931
1391,"1601 N MCCADDEN PL",34.100274,-118.337031
1392,"1601 N MCCADDEN PL",34.100143,-118.337028
1393,"1601 N MCCADDEN PL",34.100019,-118.337025
1394,"1700 N ARGYLE AVE",34.10303,-118.325109
1395,"1700 N ARGYLE AVE",34.102954,-118.325108
1396,"1700 N ARGYLE AVE",34.103155,-118.32511
1397,"1701 N ARGYLE AVE",34.103325,-118.325308
1398,"1701 N ARGYLE AVE",34.103456,-118.325309
1399,"6201 W HOLLYWOOD BLVD",34.10173,-118.32601
1400,"1000 N BROADWAY",34.067304,-118.235181
1401,"1000 N BROADWAY",34.067391,-118.235073
1402,"1000 N BROADWAY",34.067166,-118.235351
1403,"1000 N BROADWAY",34.067353,-118.235118
1404,"1000 N BROADWAY",34.067567,-118.234851
1405,"801 YALE ST",34.063552,-118.240731
1406,"801 YALE ST",34.064124,-118.24044
1407,"801 YALE ST",34.063983,-118.240511
1408,"801 YALE ST",34.063621,-118.240695
1409,"801 YALE ST",34.063693,-118.24066
1410,"801 YALE ST",34.063497,-118.240758
1411,"501 ALPINE ST",34.063038,-118.24017
1412,"501 ALPINE ST",34.062892,-118.239746
1413,"501 ALPINE ST",34.063167,-118.240546
1414,"501 ALPINE ST",34.063058,-118.240231
1415,"700 YALE ST",34.062587,-118.241004
1416,"700 YALE ST",34.061982,-118.241309
1417,"700 YALE ST",34.061863,-118.241368
1418,"700 YALE ST",34.062791,-118.240899
1419,"700 YALE ST",34.061954,-118.241322
1420,"700 YALE ST",34.061688,-118.241457
1421,"700 YALE ST",34.061926,-118.241336
1422,"700 YALE ST",34.061632,-118.241485
1423,"700 YALE ST",34.062005,-118.241297
1424,"700 YALE ST",34.061835,-118.241382
1425,"700 YALE ST",34.062972,-118.240809
1426,"700 YALE ST",34.061661,-118.24147
1427,"700 YALE ST",34.061808,-118.241396
1428,"700 YALE ST",34.062369,-118.241114
1429,"701 N HILL ST",34.06209,-118.239997
1430,"701 N HILL ST",34.061122,-118.240443
1431,"701 N HILL ST",34.061858,-118.240114
1432,"701 N HILL ST",34.062396,-118.239844
1433,"701 N HILL ST",34.062024,-118.240031
1434,"701 N HILL ST",34.061464,-118.24031
1435,"701 N HILL ST",34.061196,-118.240416
1436,"701 N HILL ST",34.061256,-118.240393
1437,"501 ORD ST",34.06089,-118.240737
1438,"501 ORD ST",34.060941,-118.240882
1439,"501 ORD ST",34.061014,-118.241093
1440,"501 ORD ST",34.061061,-118.241228
1441,"701 NEW HIGH ST",34.0617,-118.237906
1442,"701 NEW HIGH ST",34.061578,-118.237968
1443,"701 NEW HIGH ST",34.061208,-118.238148
1444,"701 NEW HIGH ST",34.060501,-118.238496
1445,"701 NEW HIGH ST",34.06038,-118.238555
1446,"701 NEW HIGH ST",34.06074,-118.238379
1447,"700 N SPRING ST",34.060357,-118.237578
1448,"700 N SPRING ST",34.060485,-118.237516
1449,"700 N SPRING ST",34.060611,-118.237453
1450,"700 N SPRING ST",34.060732,-118.237394
1451,"700 N SPRING ST",34.06085,-118.237338
1452,"700 N SPRING ST",34.060971,-118.237279
1453,"600 N SPRING ST",34.058518,-118.238459
1454,"600 N SPRING ST",34.058763,-118.238333
1455,"600 N SPRING ST",34.059016,-118.238208
1456,"600 N SPRING ST",34.059322,-118.238054
1457,"601 NEW HIGH ST",34.05869,-118.239395
1458,"601 NEW HIGH ST",34.059099,-118.239197
1459,"601 NEW HIGH ST",34.058915,-118.239285
1460,"601 NEW HIGH ST",34.059449,-118.239009
1461,"601 NEW HIGH ST",34.059352,-118.239073
1462,"601 NEW HIGH ST",34.059558,-118.238956
1463,"600 N BROADWAY",34.059236,-118.239736
1464,"600 N BROADWAY",34.059346,-118.239685
1465,"600 N BROADWAY",34.059172,-118.239768
1466,"600 N BROADWAY",34.058823,-118.239946
1467,"600 N BROADWAY",34.05905,-118.23983
1468,"401 BERNARD ST",34.066942,-118.236125
1469,"401 BERNARD ST",34.067082,-118.236506
1470,"401 BERNARD ST",34.067015,-118.236321
1471,"401 BERNARD ST",34.067208,-118.236857
1472,"800 YALE ST",34.063335,-118.240626
1473,"500 ALPINE ST",34.062957,-118.240313
1474,"400 ORD ST",34.0605,-118.239955
1475,"400 ORD ST",34.060483,-118.239909
1476,"700 N HILL ST",34.061637,-118.23999
1477,"700 N HILL ST",34.062011,-118.239799
1478,"700 N HILL ST",34.062249,-118.239681
1479,"700 N HILL ST",34.062078,-118.239767
1480,"700 N HILL ST",34.06169,-118.239964
1481,"1001 N ALAMEDA ST",34.059665,-118.236867
1482,"1001 N ALAMEDA ST",34.060153,-118.236762
1483,"1001 N ALAMEDA ST",34.060087,-118.236774
1484,"100 ORD ST",34.059718,-118.237722
1485,"200 ORD ST",34.059883,-118.238192
1486,"200 ORD ST",34.059903,-118.23825
1487,"1001 N BROADWAY",34.067609,-118.235139
1488,"1001 N BROADWAY",34.067525,-118.235243
1489,"400 BERNARD ST",34.066851,-118.236366
1490,"901 N BROADWAY",34.065657,-118.236747
1491,"901 N BROADWAY",34.065907,-118.236573
1492,"901 N BROADWAY",34.066599,-118.236095
1493,"901 N BROADWAY",34.066446,-118.2362
1494,"901 N BROADWAY",34.064797,-118.237194
1495,"901 N BROADWAY",34.064869,-118.237159
1496,"501 COLLEGE ST",34.064748,-118.239425
1497,"501 COLLEGE ST",34.064629,-118.239072
1498,"501 COLLEGE ST",34.064849,-118.239716
1499,"501 COLLEGE ST",34.064779,-118.239511
1500,"501 COLLEGE ST",34.064699,-118.239276
1501,"901 N HILL ST",34.065129,-118.238468
1502,"901 N HILL ST",34.065635,-118.238216
1503,"901 N HILL ST",34.065518,-118.238274
1504,"900 N HILL ST",34.06653,-118.237549
1505,"900 N HILL ST",34.065975,-118.237834
1506,"900 N HILL ST",34.065925,-118.237858
1507,"900 N HILL ST",34.065004,-118.238317
1508,"900 N HILL ST",34.065328,-118.238157
1509,"900 N HILL ST",34.065054,-118.238293
1510,"900 N BROADWAY",34.065738,-118.236433
1511,"900 N BROADWAY",34.065927,-118.236304
1512,"900 N BROADWAY",34.065976,-118.236269
1513,"900 N BROADWAY",34.065588,-118.236537
1514,"900 N BROADWAY",34.06581,-118.236383
1515,"900 N BROADWAY",34.064493,-118.237106
1516,"900 N BROADWAY",34.064551,-118.237077
1517,"901 N HILL ST",34.065985,-118.23804
1518,"901 N HILL ST",34.066216,-118.237923
1519,"901 N HILL ST",34.066099,-118.237982
1520,"901 N HILL ST",34.066331,-118.237866
1521,"901 N HILL ST",34.066148,-118.237957
1522,"900 YALE ST",34.065666,-118.239446
1523,"900 YALE ST",34.065495,-118.239532
1524,"900 YALE ST",34.065318,-118.23962
1525,"301 COLLEGE ST",34.063969,-118.236997
1526,"201 COLLEGE ST",34.063846,-118.236477
1527,"201 COLLEGE ST",34.06381,-118.236327
1528,"301 COLLEGE ST",34.063913,-118.236769
1529,"201 COLLEGE ST",34.063788,-118.236234
1530,"401 COLLEGE ST",34.06416,-118.237702
1531,"401 COLLEGE ST",34.064182,-118.237765
1532,"500 COLLEGE ST",34.064682,-118.239607
1533,"500 COLLEGE ST",34.064732,-118.239751
1534,"801 N HILL ST",34.063275,-118.239393
1535,"600 NEW HIGH ST",34.058659,-118.239241
1536,"600 NEW HIGH ST",34.059212,-118.23897
1537,"601 N BROADWAY",34.059682,-118.239753
1538,"601 N BROADWAY",34.059561,-118.239812
1539,"700 NEW HIGH ST",34.060728,-118.238229
1540,"700 NEW HIGH ST",34.060867,-118.238161
1541,"700 NEW HIGH ST",34.060982,-118.238105
1542,"700 NEW HIGH ST",34.061105,-118.238045
1543,"700 NEW HIGH ST",34.061225,-118.237986
1544,"700 NEW HIGH ST",34.061338,-118.237932
1545,"700 NEW HIGH ST",34.06147,-118.237864
1546,"700 NEW HIGH ST",34.061587,-118.237809
1547,"701 N SPRING ST",34.061403,-118.237233
1548,"701 N SPRING ST",34.061275,-118.237295
1549,"701 N SPRING ST",34.061159,-118.237351
1550,"701 N SPRING ST",34.061036,-118.237412
1551,"701 N SPRING ST",34.060916,-118.237471
1552,"701 N SPRING ST",34.060573,-118.237636
1553,"1001 N BROADWAY",34.067202,-118.235643
1554,"600 COLLEGE ST",34.064951,-118.24034
1555,"601 COLLEGE ST",34.065196,-118.240667
1556,"601 COLLEGE ST",34.065096,-118.240376
1557,"601 COLLEGE ST",34.065146,-118.240523
1558,"800 N HILL ST",34.063812,-118.238914
1559,"800 N HILL ST",34.063884,-118.238876
1560,"800 N HILL ST",34.063344,-118.239148
1561,"800 N HILL ST",34.063537,-118.23905
1562,"601 N HILL ST",34.060604,-118.240757
1563,"601 N HILL ST",34.06049,-118.240814
1564,"601 N HILL ST",34.060376,-118.240871
1565,"701 N MAIN ST",34.058559,-118.237699
1566,"601 N SPRING ST",34.059619,-118.238081
1567,"601 N SPRING ST",34.059446,-118.238169
1568,"601 N SPRING ST",34.059291,-118.238245
1569,"601 N SPRING ST",34.059175,-118.238304
1570,"601 N SPRING ST",34.058841,-118.238473
1571,"600 NEW HIGH ST",34.059662,-118.238749
1572,"1001 N ALAMEDA ST",34.061199,-118.236538
1573,"1001 N ALAMEDA ST",34.06125,-118.236528
1574,"800 N SPRING ST",34.062082,-118.236742
1575,"800 N SPRING ST",34.062209,-118.236683
1576,"800 N SPRING ST",34.062329,-118.236623
1577,"800 N SPRING ST",34.062451,-118.236564
1578,"800 N SPRING ST",34.062572,-118.236505
1579,"801 N SPRING ST",34.06341,-118.236262
1580,"801 N SPRING ST",34.063286,-118.236321
1581,"801 N SPRING ST",34.062981,-118.236469
1582,"801 N SPRING ST",34.062856,-118.236529
1583,"801 N SPRING ST",34.062505,-118.236701
1584,"801 N SPRING ST",34.06239,-118.236756
1585,"801 N SPRING ST",34.062272,-118.236812
1586,"801 N SPRING ST",34.062095,-118.236898
1587,"801 N BROADWAY",34.063175,-118.237999
1588,"801 N BROADWAY",34.06324,-118.237966
1589,"701 N BROADWAY",34.061749,-118.238717
