"id","name","latitude","longitude"
"LFiPBiNM4Z0ke2_2akhhh","FIGUEROA  ST  AT  HILLANDALE  DR","34.126565644591786","-118.18670348583758"
"73eV5jKJJcJPZIqKdigWs","NATIONAL  BL  W/O  OVERLAND  AV","34.032447373896034","-118.41759694743749"
"YFZhY1cJ31ucgu2wZ0fmV","WESTERN  AV  AT  186TH  ST","33.86198318140024","-118.30916079069895"
"pBwqH2EkkzJKKK7uSLZ3l","EL  DORADO  AV  AT  GLAMIS  ST","34.25686552421765","-118.4153842401558"
"AGjJiyzlpC8Pgq0kCNhPx","PALMS  BL  AT  SAWTELLE  BL","34.01869991166729","-118.4241767499389"
"Km1CuvkMauo3Y1uS5mAZr","BEAUDRY  AV  AT  4TH  ST","34.05652679139279","-118.25660270969296"
"CqXfCGqPsO4xmqVilMSEh","NORMANDIE  AV AT  ADAMS BL","34.03273234866554","-118.30026374006782"
"A-YavYbbeZObrUGRlFvMm","BEDFORD  ST  AT  CHALMERS  DR","34.06094030711151","-118.38027817993796"
"MdmmI6vAtXW8JhS6bHpJ-","12TH  ST  W/O  OLIVE  ST","34.03944219579059","-118.26222388755922"
"e8XHqmlclRc3ghx4haATh","MAPLE  AV   AT   OLYMPIC  BL","34.038318561795855","-118.25401499008505"
"c8u17_ZVM55wkprY0OtKj","ALMA ST AT 20th ST","33.7261008064798","-118.29901552189726"
"5Z6JLMATJf5qtwB9cmln9","DODSON  AV  AT  14TH  ST","33.73158941452296","-118.31188412069643"
"nplUPqkpNphtdA9AEp_TA","OVERLAND  AV  AT  REGENT  ST","34.02106603645356","-118.40879261578665"
"i3FflFT2qLPeO0wQy7Y29","EL HITO CIR  E/O  BIENVENEDA  AV","34.05928183140676","-118.54242172862328"
"a39vsGL_glaBd5NSQwIXh","SWEETZER AV AT DREXEL AV","34.07007932737944","-118.37043747687936"
"x5iqR-BPc54fb-RAfC5Ma","GARDNER  ST  S/O  1ST  ST","34.07355908888775","-118.35321389556326"
"zJk0JLsO6oLfJ0fPCEh2h","TOYOPA  DR  AT  DRUMMOND  ST","34.042428337551044","-118.5212109839851"
"IpdIKXRwY2cEBZ_s9gaQG","BEDFORD  ST  AT  CHALMERS  DR","34.06295069667423","-118.3803125906789"
"IlSmt4nbzL1A4XhETllDx","OHIO  AV  E/O  COTNER  AV","34.0500675638963","-118.44720622094"
"0Yx0Kyphv73vjF4rAo0IQ","FRIES AV AT ANAHEIM ST","33.77838768345326","-118.26493179339072"
"OeS6lAsVx6GWFJPXyrUpu","103RD ST   AT   JUNIPER  ST","33.943119663179544","-118.23263782432394"
"5ZzLjubmdmygCt7g_M2MY","37TH  PL  W/O  WESTERN  AV","34.02024288809462","-118.30890545738303"
"BvjhfZw2vN5IKQgbZI2CR","OLYMPIC  BL  AT  BEDFORD  ST","34.05938048305523","-118.3803579318266"
"klBtQz1mOHTbYLc5KaWn0","OXNARD  ST  AT  WOODMAN  AV","34.1794035785676","-118.43048216903115"
"oicyksei0-wpHW1I5Fjd6","SHOUP AV   AT   BURBANK  BL","34.171944325183865","-118.61459536010649"
"hXwyCuEHvIlPOCPanZdxR","WESTPARK DR N/O CALVERT ST","34.18122382841113","-118.3976350610182"
"oc63pnttXvVUt84gM7wl9","COMET  ST  AT  SAN  PASCUAL  AV","34.119731199777526","-118.17044113623837"
"dK0Os6BOENiisY2Yfd-N3","BENECIA  AV AT MISSOURI AV","34.057081338524014","-118.42259798575468"
"TnvctXrY02dxd4tDmojId","LAKE SHORE  AV  S/O  BAXTER  ST","34.08940195601796","-118.25490877366694"
"pDOOdgcKRFAYdf-IDQRob","HOOVER  ST  AT  CLINTON  ST","34.08178054167497","-118.2844596836006"
"7p7jVq1rNhqPVc1hFTpUw","CORTEZ ST E/O DOUGLAS ST","34.06570195884372","-118.25527461933152"
"gpeG5_rg6k0G8GUTT0inD","WYCLIFF AV N/O SANTA CRUZ ST","33.745102349061575","-118.31413629139439"
"S-jtd0buZNAs4kWPsDZeu","OXNARD ST E/O SEPULVEDA BL","34.179387380515855","-118.46182134044457"
"_AMEpEc-VHfw-C8mU8NBg","CORBIN AV AT SATICOY ST","34.20835420574381","-118.56227788220124"
"bzfZQax1Ibanb2AHTCa7Y","MARNICE  AV N/O FOOTHILL BL","34.2453388773884","-118.27404658973119"
"-LUyEoZiVNHP_OA4LzJrn","KINZIE  ST  AT  ETIWANDA  AV","34.2481993151412","-118.53073048197044"
"IxZSU9k1QzjGdr0SGsU5u","KESTER AV AT TUPPER ST","34.239083908950875","-118.45619978155968"
"b-EkDrNSIKb_y36tIikWb","VANOWEN  ST  AT  WHITSETT  AV","34.19394500783417","-118.40307776595425"
"mlltJ9sNGUOsVoDobUtP8","WELLS  DR  AT  DEL  MORENO  DR","34.16032113614779","-118.57293649334753"
"EYlhb56m_WfC4uKTQgxvo","VANOWEN ST AT CANOGA AV","34.193766774675304","-118.59748038068696"
"IQ9j36yTKsHHoQCfuwDje","CRENSHAW BL AT 36th ST","34.02404045091373","-118.33511086225768"
