"uuid","address","latitude","longitude"
"uDpZvsq8DwoZL1JhnFng4","901 S WALL ST","34.038537","-118.25221"
"Z9AqS-Y55usOg3aiqSzHQ","901 S WALL ST","34.038626","-118.252114"
"CH2RFjkl6guQOPhrrG5DU","100 E PICO BLVD","34.035914","-118.2598"
"euyI13qWWyGQPOe0kTOda","100 E PICO BLVD","34.036106","-118.260145"
"DhMMlbIL-2DZku5PEx3QJ","100 E PICO BLVD","34.035852","-118.259686"
"lcbzZ3wObB7wVJbd2Njen","100 E PICO BLVD","34.035888","-118.259752"
"xZ4KSQOgCB7x67hYw1E_u","100 W 14TH PL","34.036615","-118.262653"
"qxoENzieEEMqQ8rMS3GT1","100 W 14TH PL","34.03646","-118.262375"
"P0krkwbGV1BayhksAJvPn","100 W 14TH PL","34.03636","-118.262199"
"T5sTxcLEvx04MRQMqezBL","101 W 14TH PL","34.036713","-118.2626"
"3sMQEoy0yXESLpUqCF5Rx","1300 S MAIN ST","34.035669","-118.260767"
"EALEl2NWEDf2m06hsa9J0","1300 S MAIN ST","34.035565","-118.260851"
"8TgKTQ_ChJnXpAndAeqQb","1300 S MAIN ST","34.035458","-118.260936"
"PwCtWl5cCyWpyZWFEQVOC","1300 S MAIN ST","34.035732","-118.260717"
"tr2m8UGeGZ-VawTKcmAaG","1301 S MAIN ST","34.036121","-118.260682"
"8PaIxE8aYA5S5w_ZZsiqz","1301 S MAIN ST","34.036189","-118.260628"
"YgxvbVtp1cRVsRl4zT2Le","100 W 14TH PL","34.035949","-118.261472"
"uVp5bGhZ7DWnYCLrY3J0_","1301 S MAIN ST","34.035549","-118.261146"
"eRlQhBQYpRB-TJ0OPQRMU","1301 S MAIN ST","34.035332","-118.261323"
"wROSgY0hE4xc6GiLyl-tP","1301 S MAIN ST","34.035267","-118.261374"
"jPJfRljQVrEBqy8kS8Oa0","101 E 14TH ST","34.035152","-118.260775"
"-iHNGVuJdh_FjlLIVKGxG","101 E 14TH ST","34.035226","-118.260906"
"nIC1bNL8-6XgcjQzNJ7XS","100 E 14TH ST","34.035099","-118.260942"
"JYcnp42WCfRtnQKWkKbNs","100 E 14TH ST","34.035023","-118.260802"
"aG5Wg209opvJvB57DLy3h","100 E 14TH ST","34.03483","-118.260455"
"gyKEMqz-Dsp4dTyk0zEoa","201 E 14TH ST","34.034559","-118.259714"
"m_nmsgqASbxDxxdL-SVRu","201 E 14TH ST","34.03467","-118.259911"
"idiaBEiUJCCMkvyNoMJCU","201 E 14TH ST","34.034417","-118.259461"
"iXD4hzx8ASyZxCu_KM-s6","201 E 14TH ST","34.034344","-118.25933"
"n4bRjoMLJoDJMeWMneiwm","1301 S SANTEE ST","34.034724","-118.258694"
"vv0gjqAIgWGv9gW0Ms4Kg","1301 S SANTEE ST","34.034834","-118.258603"
"jRi14BTahXUuB8jSxdmX9","1301 S SANTEE ST","34.034965","-118.258499"
"AaHP3AnIH5OZ6p7zUF1Gp","1301 S SANTEE ST","34.034301","-118.259036"
"6mdICX_JSKFVL_xOeYrgV","1301 S SANTEE ST","34.03436","-118.258987"
"eRE7eQNeVPtunzVDoh-vK","1301 S SANTEE ST","34.03457","-118.258819"
"X6UklXSDNJWRQf_VoFvnI","1300 S SANTEE ST","34.034578","-118.258641"
"URjJbEzvprRciG3K92-hg","1300 S SANTEE ST","34.034624","-118.258604"
"59oz-uYtnonkT-7eUiwN4","1300 S SANTEE ST","34.034907","-118.258373"
"oCTdVcz8wAdy_oqZPMLi-","1300 S SANTEE ST","34.034956","-118.258334"
"o4gMueFdsZeQ-EByUNAuT","1300 S SANTEE ST","34.034691","-118.258546"
"U7ctZHAs4q9bbBx1JM8xi","1300 S SANTEE ST","34.034799","-118.25846"
"n4bRPrcv_aKSWG4gth-m7","1300 S SANTEE ST","34.034845","-118.258423"
"7ACv0CKQ6gg-ycpiQVab0","401 E PICO BLVD","34.03416","-118.256371"
"7X_c0kgITmt_LdtbKvMuf","401 E PICO BLVD","34.034228","-118.256493"
"ITP81zfxZYyWKjULyIMJd","401 E PICO BLVD","34.034464","-118.256918"
"qEbZCYpee66LY4Nqb1x0f","400 E PICO BLVD","34.033796","-118.255972"
"Ic94I6ELxUnJ05H3GGxMT","500 E PICO BLVD","34.033424","-118.255303"
"79HVYl5jJ0ARJdBO-dTUY","500 E PICO BLVD","34.033352","-118.255172"
"WHfvk2WckvJSQgMEhQrdU","500 E PICO BLVD","34.033573","-118.25557"
"xufKJta0NjNRQVcnBTKel","601 E PICO BLVD","34.033097","-118.254459"
"n7s2oKp160nSMvDOZ7rjV","601 E PICO BLVD","34.033204","-118.254647"
"Dgeb4cbDrtinZqjOwz3Xe","601 E PICO BLVD","34.033277","-118.254778"
"gOt73YWZ-64rhkfxqFIfI","601 E PICO BLVD","34.033348","-118.254908"
"i6tgnvM7TkiTLeV8eAfHo","600 E PICO BLVD","34.033074","-118.254671"
"VL6DVl42k1JMC9jlFVrdY","600 E PICO BLVD","34.033003","-118.254545"
"7eodpjdWL4R3HwOGjMnIc","600 E PICO BLVD","34.032902","-118.254365"
"oozNJ-GN-V_UZfcCQuaxq","1300 S SAN PEDRO ST","34.032438","-118.25411"
"8-C7XZNXCJGyTH9S4ZztX","1300 S SAN PEDRO ST","34.032323","-118.254188"
"lY4M4bc9RdDg3SxpU7gd1","1400 S SAN PEDRO ST","34.031704","-118.254612"
"oPEuAzTUqE8TsUT-Tiju6","1400 S SAN PEDRO ST","34.031754","-118.254577"
"eRa7lwlaIjrYD6eCz53mP","1400 S SAN PEDRO ST","34.031526","-118.254731"
"F_ftOruFPOxhOjj62xPBd","1401 S SAN PEDRO ST","34.031985","-118.254667"
"G7vEkHRVodBMhjM2rYOHa","1401 S SAN PEDRO ST","34.031939","-118.254698"
"4wi2qC82abaQA0v6Ax2RS","1401 S SAN PEDRO ST","34.031646","-118.254899"
"nzz4t2u0vHawQEVaxMAh4","1401 S SAN PEDRO ST","34.032218","-118.254509"
"BQe5rlfQufGPdNxu8WL_l","1301 S SAN PEDRO ST","34.032332","-118.254432"
"pHe1m-NN4oC1uWwsQn5Sw","1401 S SAN PEDRO ST","34.031758","-118.254822"
"sVaHgrcpru4jBWQ7jwn8M","1401 S SAN PEDRO ST","34.031593","-118.254934"
"VmVaApcARWZBcyGwigQm4","1300 S MYRTLE ST","34.033121","-118.256134"
"2mb4qxjITV-A9caTUQ_E8","1300 S MYRTLE ST","34.032846","-118.256343"
"GP-VEbxgWM31_mddHeT2U","1300 S MYRTLE ST","34.03327","-118.256022"
"YZ0NFXiCOyc07i-mpLOiQ","1300 S MYRTLE ST","34.033164","-118.256101"
"GhfqMzUqWk5EoXg4M3z3G","1300 S MYRTLE ST","34.032908","-118.256295"
"5yw0aKngwQTm9kCUrZNL4","1400 S MYRTLE ST","34.032278","-118.256773"
"gOKWKw4vXzgSAKe69nRQa","1401 S MYRTLE ST","34.032676","-118.256636"
"gAkMetkfLyWVL3-HnaF28","1301 S MYRTLE ST","34.033256","-118.256199"
"vWdPljT8iKo0IUAbONFhI","1301 S MYRTLE ST","34.032999","-118.256392"
"6VPtDkgL_-vCw0Jd4Bzym","1301 S MYRTLE ST","34.033542","-118.255963"
"vJyQSZVUkFdPvuvdhPqLj","1301 S MYRTLE ST","34.033148","-118.256279"
"qDSauk-eRbvr4e24brRe4","1301 S MYRTLE ST","34.033212","-118.256231"
"F4I0XxH92Of-ZEOpXJatA","201 W 14TH ST","34.036288","-118.263653"
"AOSvG8tGEBQ3JSQDo4t9A","201 W 15TH ST","34.035568","-118.264147"
"v2U4O4JUbuKi3w03azLu7","201 W 15TH ST","34.035595","-118.264198"
"68PPKjy7VnlzSfrXwMs80","1500 S BROADWAY","34.034284","-118.263355"
"ZU5WQIw3wr_PwuEz30xyw","1500 S BROADWAY","34.034615","-118.263087"
"GARtVAi2cIexvmAKNcuy7","200 W 15TH ST","34.035525","-118.264327"
"M2oYyhtIYUM88C121cH9q","1600 S HILL ST","34.034204","-118.264838"
"IoVU8LB7NVMmvRYVpfqKS","1600 S HILL ST","34.034463","-118.264626"
"aMgnCAa_duWX3KDZf_umM","1601 S HILL ST","34.034604","-118.26475"
"ttu5HWBn6ixo2dLAn-EQb","1601 S HILL ST","34.034561","-118.264784"
"K1st31-wtD95sgAhcULRP","1601 S HILL ST","34.034278","-118.265013"
"fg9NC5MS_eUDSZr0bo1JL","1601 S HILL ST","34.034232","-118.265052"
"04dV5g631e9eCMHn4quMU","601 E 15TH ST","34.031085","-118.25597"
"HJz0td4VQSx68FmjWi70D","601 E 15TH ST","34.030909","-118.255626"
"ZswJOUPfZl_hBQ0pf8V5x","601 E 15TH ST","34.030947","-118.255703"
"LUq8VaNT-19-zQhypfmad","601 E 15TH ST","34.031156","-118.256105"
"rJD6HiNH8DiHYKAPpCU5E","601 E 15TH ST","34.031219","-118.256231"
"AukBHKkX_QDy2PwqsI9hB","501 E 15TH ST","34.031396","-118.256574"
"44yQo1MFEPI2ez5Bi57C_","501 E 15TH ST","34.0315","-118.256778"
"-_7076HRyl5TcIFP-vIyW","501 E 15TH ST","34.031434","-118.256651"
"YJPdu1xtx-LcJs4zSQ8_4","501 E 15TH ST","34.031526","-118.256829"
"PLvXcJpvAWSuGiEpJynDO","501 E 15TH ST","34.031632","-118.257032"
"HhY-xYIL0D4NSA3cHIA3c","500 E 15TH ST","34.031565","-118.257182"
"JC_MYwA_UDC0L2uD7J3jT","500 E 15TH ST","34.031435","-118.256926"
"242QAwno_SH0f3cD4LKYI","500 E 15TH ST","34.0315","-118.257055"
"oIx44jxvI2zwP-a1REu_X","500 E 15TH ST","34.031341","-118.256745"
"X3GgtskE8xCZReN3sqhWd","400 E 15TH ST","34.032221","-118.258456"
"ZKrnQMlpPM9MfZBAGHk-u","400 E 15TH ST","34.03229","-118.258582"
"IVLom7FASVN-UQ3qSAoo8","400 E 15TH ST","34.032192","-118.258404"
"eE3wv9xRYgKdUjv3kaMBx","400 E 15TH ST","34.032038","-118.258102"
"4hHraG6dQucBbkvSCO8lp","400 E 15TH ST","34.032078","-118.25818"
"EaBDnWkY9nltQtA7hqPZs","500 E 15TH ST","34.031907","-118.257849"
"k26NbiJaJA-6jThA_qHRL","401 E 15TH ST","34.032218","-118.258177"
"pv-Kas5onHfovJRaDplWn","100 W 17TH ST","34.033005","-118.263508"
"ViU44au5czIFgjOM3FlUE","100 W 17TH ST","34.032976","-118.263453"
"jC6DyNBJ1HeoknQA8twlC","101 W 17TH ST","34.033345","-118.263854"
"FEFISpvpGzizVAB_yupzr","101 W 17TH ST","34.033375","-118.263905"
"Db5eu-HrUQAFSAaZhd7Ri","1600 S MAIN ST","34.033139","-118.262812"
"lHDUwHXuqUmg4yE1yBfq8","1601 S MAIN ST","34.033192","-118.263054"
"o1kYpOUL1NTQOYzDSnMAn","1601 S MAIN ST","34.033084","-118.263141"
"VI5kqiTgXpm24ZLm5jnOg","1601 S MAIN ST","34.033407","-118.262878"
"wnvrqzdVBYv9cd2NzttSH","101 E 17TH ST","34.032558","-118.262455"
"9Cpt56u-yU_GnCNik4qP5","101 E 17TH ST","34.032779","-118.262843"
"tSRVYlH2_og5HGYUB7G_s","101 E 17TH ST","34.032517","-118.262386"
"HSlgniWe6nLWE4Vkita3o","101 E 17TH ST","34.032808","-118.262899"
"qwi_C3LY7Ul9XnFqRqs1j","100 E 17TH ST","34.032654","-118.262884"
"M7HqoDxYBxmWJw0iWJ5JH","100 E 17TH ST","34.032354","-118.26235"
"zXJQFv9hUJ8IYNiudpvLy","100 E 17TH ST","34.032488","-118.262589"
"QmwJI_SFFQO9v5Zh1_PkV","100 E 17TH ST","34.032585","-118.262761"
"qp6QFia4RlBBFr8pO_A5f","1501 S SANTEE ST","34.032659","-118.260363"
"j7nLkq6qwc1zXCYwpgvos","301 E 15TH ST","34.032678","-118.259015"
"wOaQYOVTgctysfyzV430u","301 E 15TH ST","34.032745","-118.259136"
"syMpW71GMU6iGY_9E142_","301 E 15TH ST","34.032815","-118.259262"
"1y3bME8K1SSSGCnFSaxMW","301 E 15TH ST","34.032988","-118.25957"
"jBx0cjD3MsDa1XwMcxlXd","301 E 15TH ST","34.033055","-118.259691"
"zcxVFz_uDIxNQgfhKsyYO","300 E 15TH ST","34.032915","-118.259697"
"kxUmlpenH4M_qZriSbHHJ","300 E 15TH ST","34.032845","-118.259572"
"QCjqYt1kqzLyLpeUT-dU-","300 E 15TH ST","34.032634","-118.259195"
"xgDhni51rhN6tatzOUWX4","300 E 15TH ST","34.032604","-118.259142"
"4nUTmZg-8cnN0pR_WoIL_","201 E 15TH ST","34.033315","-118.26015"
"1uio63dLItkGQ6V-6Pj7H","201 E 15TH ST","34.033388","-118.260281"
"iZB1QZZEFWSm-_g_-66fs","200 E 15TH ST","34.0333","-118.260379"
"RfnwMRofLB2iYkZN6A5wm","200 E 15TH ST","34.033226","-118.260248"
"lKIeUl_QVXntOrVg_uSuE","200 E 15TH ST","34.033153","-118.260121"
"n53dAHhGfOC8KL1OCN7f7","201 E 15TH ST","34.033651","-118.26075"
"NdWabSjObKGYgWpCJK8MS","200 E 15TH ST","34.033504","-118.260745"
"TajXovHKaIMWvfUIVsacX","200 E 15TH ST","34.033433","-118.260614"
"eC_PdlKmJ1NPanykJeZA9","1500 S LOS ANGELES ST","34.033129","-118.261331"
"67RoVPfgslFLA0r2az3NX","1500 S LOS ANGELES ST","34.033399","-118.261111"
"FxpbUumz-NbztudgMlwOV","1500 S LOS ANGELES ST","34.03351","-118.261022"
"t8cRQXcKI-V-TacAPLfha","1501 S LOS ANGELES ST","34.033298","-118.261434"
"APVbKpJjIS7ykcB_a-uqI","1501 S LOS ANGELES ST","34.033483","-118.261282"
"AFSQzGiOvieyGtFvBSKf-","101 E 15TH ST","34.034013","-118.261399"
"eDTkqg6Iuf8qVvGQocWNs","101 E 15TH ST","34.034189","-118.26171"
"Sfj9TeSLdBHRZ2uH-QE0E","101 E 15TH ST","34.034224","-118.261771"
"-39Jlrj5_nFEWS2yjY9VM","100 E 15TH ST","34.033879","-118.26141"
"q04ZpZcuZJgMYW3Egkwfi","100 E 15TH ST","34.03412","-118.26184"
"0agCcAQRuZgLvBRoi1fRd","100 E 15TH ST","34.034016","-118.261656"
"KEBk2G_IsOTeSZXIKJb0J","1401 S MAIN ST","34.034648","-118.261878"
"BxFSD7YrHvQxEDt59PDT5","1401 S MAIN ST","34.034541","-118.261961"
"Shrb5TVV0ZTb13vusZDMm","1400 S MAIN ST","34.034428","-118.261769"
"7OwnNsOeKzXum0-WWzaoc","1400 S MAIN ST","34.034495","-118.261717"
"q0fGEw_Kk1odJeKxXohhS","1400 S MAIN ST","34.034653","-118.261591"
"j5M6VqPGzwSWTMkA4ONWA","701 N FIGUEROA ST","34.063739","-118.24581"
"wDdV6PsdkUw4TusueeYA2","701 N FIGUEROA ST","34.063575","-118.245905"
"eou2Avg3hXJ6n5mqiFd2g","601 N FIGUEROA ST","34.063466","-118.245969"
"RQ0m9AZ_JVwP9INeGY6Zf","601 N FIGUEROA ST","34.063347","-118.24604"
"HvtmpmBy-8qglf5iQQ2bV","601 N FIGUEROA ST","34.063239","-118.246102"
"8yRuULiBUoPdb3dRAuoqG","600 N GRAND AVE","34.060656","-118.243443"
"1q1S1uzY-YJVg9TDFtbg5","601 N GRAND AVE","34.061219","-118.243354"
"pa9UNg6C7leygBYSLaY43","601 N GRAND AVE","34.061097","-118.243383"
"wNDDUoVSrzsMxqwqix_qa","600 N BUNKER HILL AVE","34.061619","-118.244292"
"qGWBcqVyuFn7x7EETkAYV","600 N BUNKER HILL AVE","34.061746","-118.244269"
"fqHEakcKHSn1TpkPoaNdI","600 N BUNKER HILL AVE","34.061871","-118.244261"
"HQqDhkyg_lVbx25RdbV0w","601 N BUNKER HILL AVE","34.061572","-118.244443"
"9xc0TaFbbP6hvNXnof7kc","601 N BUNKER HILL AVE","34.061455","-118.244493"
"nFZRirbOPwNTt8I8oJ7_7","1400 S MAIN ST","34.035099","-118.261229"
"3tEN7WFvDYD0k75LbD0Xf","1400 S MAIN ST","34.034929","-118.261367"
"ci7Fj7OsZZaXoKv4jyEvV","401 W 18TH ST","34.034881","-118.268731"
"qXr1RDUIhB_DVLqFItN_u","201 W 23RD ST","34.028782","-118.2695"
"ICp5U11e2nSkLEyz2t1bO","201 W 23RD ST","34.028842","-118.269635"
"WyqxcQigdFgUZuUqGP079","200 W 23RD ST","34.029013","-118.270315"
"FkvYic-VUM3VV79xsMHNn","200 W 23RD ST","34.028572","-118.269349"
"Iceg5-_74KmRMeLDEJskG","101 W 23RD ST","34.027898","-118.267545"
"3V-sibIarQGyk3O9zd79Y","201 E WASHINGTON BLVD","34.030353","-118.26283"
"ucetq57ZXCOaYJJsRCPPm","201 E WASHINGTON BLVD","34.030267","-118.262643"
"ut3XPnF1cXluEb_WGZgzi","201 E WASHINGTON BLVD","34.030328","-118.262774"
"q6L5ZfloNiC1APLc8jSJ_","500 W 18TH ST","34.035419","-118.270255"
"CnhwSVooMdGcBOsurGSjY","500 W 18TH ST","34.035479","-118.270385"
"bn0RzBXASGLh4PBt85cM_","500 W 18TH ST","34.035396","-118.270198"
"1dfHHXUDJBK3s0ZH30Q1m","501 W 18TH ST","34.035724","-118.270634"
"b6Bz_pNGbMQL23onwST_N","501 W 18TH ST","34.035664","-118.270502"
"gP2f_JACfh5SBsidNISdg","501 W 18TH ST","34.035568","-118.270285"
"HzhBuicDTIir4Mi2F2RVy","501 W 18TH ST","34.035511","-118.270154"
"PL8OjnU2tkfQHu7txpay6","100 W 23RD ST","34.027676","-118.267361"
"porApBmzeKWv3Y9kWct4z","1101 S CENTRAL AVE","34.030841","-118.244976"
"3jfMlhVa3alQF6xOYW023","1101 S CENTRAL AVE","34.030601","-118.245113"
"TXZgC7DZv2ka4K1ksMv1x","800 S CENTRAL AVE","34.032469","-118.24377"
"oSt_3Ye-oyo8i2325oLlL","800 S CENTRAL AVE","34.032583","-118.243703"
"hX8Gdjyf1u_452y7VIDPt","800 S CENTRAL AVE","34.0327","-118.243636"
"_5RhgBVouUfU3xBbmMYAt","800 S CENTRAL AVE","34.03281","-118.243573"
"_ikDJuJt9akdEgRzENDaR","800 S CENTRAL AVE","34.032924","-118.24351"
"LuIvnFlLOp-JMzYIh2YKl","800 S CENTRAL AVE","34.033032","-118.243447"
"_mldI-8Y-E4J21sCGOs0a","6101 W SELMA AVE","34.099883","-118.322559"
"gQP1oEiR1UI0o4NDA00KT","6101 W SELMA AVE","34.099879","-118.322934"
"KeA-tIJaFZe_msZyDvtMf","1600 N GOWER ST","34.099925","-118.322242"
"rNKk5gX_IejUGymI0XQzz","1600 N GOWER ST","34.100052","-118.322245"
"PkYBNUkVylMw5fzQeQV2P","1600 N GOWER ST","34.100677","-118.322247"
"4nsftji46qrdR5gjAQ1DW","1600 N GOWER ST","34.100949","-118.322251"
"kY24mEx3gXMSKtGiTHfxh","1600 N GOWER ST","34.101083","-118.322252"
"1nM65PXXFOTOcEVNkIgFV","1600 N GOWER ST","34.101216","-118.32225"
"R6DHOj2UvBvNGtepF3SDe","1600 N EL CENTRO AVE","34.10053","-118.323672"
"y_wbVZropNkUB7RYEdtxZ","1600 N EL CENTRO AVE","34.100849","-118.323673"
"v-9G1UClt5LabcnhHPgyJ","6100 W HOLLYWOOD BLVD","34.101545","-118.323309"
"wHhN_1cP2Mp16BYiP1dzs","6200 W SELMA AVE","34.099752","-118.323995"
"a5C1RW8i6Zqe__VJMgOYr","1600 N EL CENTRO AVE","34.100583","-118.323671"
"tKv5bmF8s6v5YLWhiAEYj","1600 N EL CENTRO AVE","34.10008","-118.323668"
"LNmOJeJUIG56VVJZsYPgx","1600 N EL CENTRO AVE","34.100449","-118.323669"
"NJWvzQ7l5eUEYZlvNW0Oh","1601 N EL CENTRO AVE","34.100936","-118.323812"
"b7mMZMfQ4AS7KUDcLT1rk","1601 N EL CENTRO AVE","34.100608","-118.323807"
"8HlsHoMELs9ecApYQT51v","6201 W SELMA AVE","34.09987","-118.324205"
"xE-A4k4zrqleNWqSzAW22","6100 W HOLLYWOOD BLVD","34.101541","-118.324251"
"ZeJGlyBz2Jff1RppR1wIy","6100 W HOLLYWOOD BLVD","34.101541","-118.324095"
"q6TWiu43cHNpTXRIvfyph","6101 W HOLLYWOOD BLVD","34.101748","-118.323053"
"SxWXZzUSdFgZi-YltcWou","6101 W HOLLYWOOD BLVD","34.101748","-118.323209"
"CPFNdVetffbx-nqseJ47F","6101 W HOLLYWOOD BLVD","34.101746","-118.323356"
"frYVz5PKyTmkeSBVKL70V","6101 W SELMA AVE","34.099876","-118.323244"
"AaDIL0jXEbBLCgm7EY_1u","6101 W SELMA AVE","34.099876","-118.323404"
"ynnxwGg-3mUYqGMEiX9Xd","6101 W SELMA AVE","34.099879","-118.323028"
"ygZd5siwyriMaeW-T2asc","1600 N ARGYLE AVE","34.10009","-118.325103"
"gcdqszCUdVn6vGCNubSPc","1600 N ARGYLE AVE","34.100224","-118.325103"
"tmzal3N6M_ZZwUdjgQ0oN","6200 W HOLLYWOOD BLVD","34.101535","-118.324899"
"xgXnuT6hjsdBwbot3FW00","1600 N MCCADDEN PL","34.100743","-118.336925"
"HVZCgHTUM9UNRelCe2Fk2","1600 N MCCADDEN PL","34.100876","-118.336927"
"TKkTtPkPN_brBF2_wmdlD","1600 N MCCADDEN PL","34.101136","-118.33693"
"0-c9kbdF1rsoFSEasD1FX","1600 N MCCADDEN PL","34.10126","-118.336931"
"fR7Z0U7hFaQmomxjl_RUj","1601 N MCCADDEN PL","34.100274","-118.337031"
"2W7ZsAUYyIg4euJlmym1g","1601 N MCCADDEN PL","34.100143","-118.337028"
"UzEUHxnfi-XUvus7vXfIY","1601 N MCCADDEN PL","34.100019","-118.337025"
"QVJu2WqbkvjBgQVq9Ir4H","1700 N ARGYLE AVE","34.10303","-118.325109"
"M_KvrILiTJeqsBUaih6Vq","1700 N ARGYLE AVE","34.102954","-118.325108"
"U2ERU1wZn9gkq2NUxFvX-","1700 N ARGYLE AVE","34.103155","-118.32511"
"MKUGah1tHSUZRk_wGD8j2","1701 N ARGYLE AVE","34.103325","-118.325308"
"D2LAWRv8mRnK-mqBY8bsP","1701 N ARGYLE AVE","34.103456","-118.325309"
"1co3EpcvuK69JWz1LDSbY","6201 W HOLLYWOOD BLVD","34.10173","-118.32601"
"JDwW1Q14osNbhMDE19FzH","1000 N BROADWAY","34.067304","-118.235181"
"en_j2Wa2RlkM9nzIUmTnr","1000 N BROADWAY","34.067391","-118.235073"
"07w2NQ3gbiIPk6BHyDCgB","1000 N BROADWAY","34.067166","-118.235351"
"Ej7IBdkmgY28quP4YrqH8","1000 N BROADWAY","34.067353","-118.235118"
"mMBgoEMhyb06Yf3VrUSbF","1000 N BROADWAY","34.067567","-118.234851"
"6YX4rBTxbyR72prAz702r","801 YALE ST","34.063552","-118.240731"
"05nQbNvapBU-gQrne0cu9","801 YALE ST","34.064124","-118.24044"
"Fic856WWWIWweneub4NXw","801 YALE ST","34.063983","-118.240511"
"1B9XjgG7rsgOHSirqibK3","801 YALE ST","34.063621","-118.240695"
"bhJOX3EFh82oJGFhSymC3","801 YALE ST","34.063693","-118.24066"
"GTOMYVkB7U6tY4Kl1gVpK","801 YALE ST","34.063497","-118.240758"
"2Sm8aFqGf3frkhWvaDRtn","501 ALPINE ST","34.063038","-118.24017"
"W7ilpNG9goHX9xUy6KUmA","501 ALPINE ST","34.062892","-118.239746"
"WlYd6kfdFbLQGIQ8je0Ew","501 ALPINE ST","34.063167","-118.240546"
"cv4QyogPX7Kv0BbVAUWBc","501 ALPINE ST","34.063058","-118.240231"
"q44MOv9x2zZuxmcmnv82A","700 YALE ST","34.062587","-118.241004"
"JqJGUiB2TNhGhzmz1O7gp","700 YALE ST","34.061982","-118.241309"
"m0nBl28a-IGRrf8wnHBej","700 YALE ST","34.061863","-118.241368"
"BbSF_77mNh-rBFPKJyDPw","700 YALE ST","34.062791","-118.240899"
"ZGKWT6GgYB6xS2ODmaJ3z","700 YALE ST","34.061954","-118.241322"
"o_uLnkC-hANID3NFZX6rS","700 YALE ST","34.061688","-118.241457"
"lTB-lFcEoxcPP5vlwyccy","700 YALE ST","34.061926","-118.241336"
"wnqvyMWC-RjHw6cFZoiCV","700 YALE ST","34.061632","-118.241485"
"jEaNmK586-dNaWbj6SJvd","700 YALE ST","34.062005","-118.241297"
"xbHIAPHNW-XytJSP4O76n","700 YALE ST","34.061835","-118.241382"
"q7c2J8MbxyJkgTciTHeSI","700 YALE ST","34.062972","-118.240809"
"VD-LlZPrnNIruH3fJ11Fy","700 YALE ST","34.061661","-118.24147"
"jYTYkLGfYBfj2DomVl0OQ","700 YALE ST","34.061808","-118.241396"
"rR1uBfjNg3MlMp1X35WnT","700 YALE ST","34.062369","-118.241114"
"6GM5XCJmRPi_t8zasY5PQ","701 N HILL ST","34.06209","-118.239997"
"KI0UEZf5nlKA5k9jhhFPL","701 N HILL ST","34.061122","-118.240443"
"cFURV4eWL5IOeFL1SIJ9l","701 N HILL ST","34.061858","-118.240114"
"EUJ6lBUYU0avCNNMsS27B","701 N HILL ST","34.062396","-118.239844"
"qLz4Tf4k9nBQzxTCgUUtM","701 N HILL ST","34.062024","-118.240031"
"s7r9o0lYLBv92EBvtOAs2","701 N HILL ST","34.061464","-118.24031"
"-kyRrLlTo00qGHQpmTN8b","701 N HILL ST","34.061196","-118.240416"
"Nrzo8Y14trtnHcLJvY2RK","701 N HILL ST","34.061256","-118.240393"
"HWa97o8dZ2us2pTHS5NHs","501 ORD ST","34.06089","-118.240737"
"gJmWzXE95_kjYgYQ_qgEg","501 ORD ST","34.060941","-118.240882"
"5BXhJ6JIsnMd34ZyZSFeu","501 ORD ST","34.061014","-118.241093"
"e-5m07ijNC30miA0HatHv","501 ORD ST","34.061061","-118.241228"
"kmWcxJVah0vpS-guNNxG2","701 NEW HIGH ST","34.0617","-118.237906"
"z7CBBwPAsyBcnHcP32KKQ","701 NEW HIGH ST","34.061578","-118.237968"
"HzQQMYuzd-06DgaySp2ZD","701 NEW HIGH ST","34.061208","-118.238148"
"cS-t-ewkJmTPYKK0qE_U1","701 NEW HIGH ST","34.060501","-118.238496"
"ynUJgAwWzNmwWZq-eqaOl","701 NEW HIGH ST","34.06038","-118.238555"
"dZtySgciPXOCM3pWttl26","701 NEW HIGH ST","34.06074","-118.238379"
"FAtJWCXmbC2k_lDG9JfOY","700 N SPRING ST","34.060357","-118.237578"
"cxI7fLJ-B3n3SgE-poJYH","700 N SPRING ST","34.060485","-118.237516"
"gPu2BiyllVhV5zL3LCE_l","700 N SPRING ST","34.060611","-118.237453"
"126X01clwyZs7aUQvFeY9","700 N SPRING ST","34.060732","-118.237394"
"3bOS7vpd4axLfdXRP2GUL","700 N SPRING ST","34.06085","-118.237338"
"cyQwouYV46wQxCJklyCjZ","700 N SPRING ST","34.060971","-118.237279"
"HqgkZyel0JifL8XlYThF7","600 N SPRING ST","34.058518","-118.238459"
"VvVSapbq1ub12Vt-PmMOL","600 N SPRING ST","34.058763","-118.238333"
"5oMJROO5h2W_A7ba7eNmZ","600 N SPRING ST","34.059016","-118.238208"
"t_wXL6Q17k90CWnfqaFII","600 N SPRING ST","34.059322","-118.238054"
"qoPy82B5Re-AXcNYoiKBM","601 NEW HIGH ST","34.05869","-118.239395"
"64cGu8GXHe9OF50NF6YhO","601 NEW HIGH ST","34.059099","-118.239197"
"saQkgKX9QZgL4V2R0TyUL","601 NEW HIGH ST","34.058915","-118.239285"
"0-UYNDLHsqULbL_8EFJfx","601 NEW HIGH ST","34.059449","-118.239009"
"TEwM7peuoImITkxgkGRFj","601 NEW HIGH ST","34.059352","-118.239073"
